;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
9525;messi pernah cakap dia sanggup tukar semua piala yang dia ada demi piala dunia dan akhir dia dapat juga piala dunia;0,5;1;;;;;;;;;;;;;;
9526;karim benzema umum pensiun dari sepak bola internasional kurang dari 24 jam telah tim nasional prancis kalah di partai final piala dunia 2022 oleh argentina pada senin benzema karimbenzema france;-0,023333333;-1;;;;;;;;;;;;;;
9527;judi bola lama piala dunia 2022 tembus rp545 triliun judibola pialadunia2022;0,1;1;;;;;;;;;;;;;;
9528;kali ini tim detikcom sempat liput piala dunia 2022 di qatar lama liput banyak peristiwa yang tarik lucu hingga penting yang akan rangkum panjang piala dunia 2022 di qatar;0,1625;1;;;;;;;;;;;;;;
9529;foto ini momen langka lionel messi peluk anak istri momen sebut tangkap kamera telah menang argentina di piala dunia so sweet foto getty images lionelmessi antonelaroccuzzo;0,4375;1;;;;;;;;;;;;;;
9530;memang ini jadi kado tahun baru yang sedih untuk mbappe fifaworldcup thankyouqatar cerita patah hati kylian mbappe usai petaka yang alami les bleus di final piala dunia 2022;-0,190909091;-1;;;;;;;;;;;;;;
9531;barcastuff idn ketika sadar euforia piala dunia telah usai dan harus saksi barcelona di liga malam jumat lagi;0;0;;;;;;;;;;;;;;
9532;nonton bareng final piala dunia hadiah bareng jurnalis sukses helat;0,375;1;;;;;;;;;;;;;;
9533;mini pocket mancis edisi spesial world cup ada sini import filipin redi banyak fifaworldcup pialadunia worldcup fifaworldcup2022 worldcup2022 pialadunia2022 mancis mancisbola cricketworldcup matches edisispesial specialedition lighter korekapi korekapielektrik;0,428571429;1;;;;;;;;;;;;;;
9534;syarafmaulini piala dunia 1986 7 tahun 1990 paham apa catenacio 1994 sering mbolos wong tanding dengan jam aneh 1998 lihat perancis tarung dengan skuad yang agam dan ini yang paling kesan 2002 paling suka karena tidak terlalu malam untuk nikmat tiap pertandin;0,241666667;1;;;;;;;;;;;;;;
9535;update to akhir member turnament piala dunia qatar 2022 bonus new member 50 deposit dana ovo gopay link saja deposit pulsa tanpa potong segera hubung kami wa nesiaslot nesiaslotonline nesiaslotterpercaya nesiaslotagenjudionline slotonline;-0,231818182;-1;;;;;;;;;;;;;;
9536;kontroversi selebriti chef salt bae pegang dan angkat trofi piala dunia di momen selebrasi juara argentina kumparanbola;0;0;;;;;;;;;;;;;;
9537;ronaldo beri ucap selamat untuk lionel messi pialadunia messi ronaldo;0;0;;;;;;;;;;;;;;
9538;txtdrimedia laku warga yang timnasnya tidak lolos piala dunia;0;0;;;;;;;;;;;;;;
9539;tidak hanya dapat apresiasi positif upaya presiden prancis emmanuel macron hibur punggawa tim nasional sepakbola negara telah kalah dari argentina di final piala dunia qatar mantik sentimen minor lalu mengapa itu bisa jadi;0,056818182;1;;;;;;;;;;;;;;
9540;mbappe nomor punggung 10 jadi cetak gol banyak piala dunia messi nomor punggung 10 jadi main baik piala dunia partai hanura dapat nomor urut 10 yang arti bangkit jaya menang;0,4;1;;;;;;;;;;;;;;
9541;rekor messi baru pasca piala dunia 2022 lengkap dengan dua bola emas;0,178787879;1;;;;;;;;;;;;;;
9542;budiman ungkap soal messi bawa argentina juara piala dunia;0;0;;;;;;;;;;;;;;
9543;piala dunia 2022 sudah akhir jadi simpul agama apa yang menang;0,15;1;;;;;;;;;;;;;;
9544;takdir juara argentina agak jodoh dg momen ketika negeri mereka hilang bangga maradona bawa pulang trofi piala dunia pada 1986 telah kalah malu dalam perang malvinas daniel passarella dan kawan-kawan juara piala dunia 1978 dalam tekan junta militer;0,177777778;1;;;;;;;;;;;;;;
9545;menpora zainudin amal dan menteri bumn erick thohir temu presiden fifa gianni infantino di qatar untuk bahas siap indonesia jadi tuan rumah piala dunia kamu 20 2023 pialaduniau20 gianniinfantino erickthohir zainudinamali;0,2;1;;;;;;;;;;;;;;
9546;idextratime akhir tahu kan ken juara piala dunia buat apa;0;0;;;;;;;;;;;;;;
9547;fans argentina di manado tewas tikam saat konvoi menang piala dunia 2022;0,15;1;;;;;;;;;;;;;;
9548;fans argentina di manado tewas tikam saat konvoi menang piala dunia 2022;0,15;1;;;;;;;;;;;;;;
9549;fans argentina di manado tewas tikam saat konvoi menang piala dunia 2022;0,15;1;;;;;;;;;;;;;;
9550;sukses selenggara piala dunia qatar kini incar tuan rumah olimpiade;0,3;1;;;;;;;;;;;;;;
9551;yoonveo justru itu banyak yang belum ngerasain tapi sudah ngejudge dari looknya doang coba lihat messi bukti dia bisa megang piala dunia kan nama ibu ihsan jadi iya thats fine kalau mau manggil bu ih bu san lah jadi ke korsel sudah tertawa hidup sendiri;0,458333333;1;;;;;;;;;;;;;;
9552;arijancuk idextratime mau angkat piala dunia ini tinggal cek out di tokopedia saja;0;0;;;;;;;;;;;;;;
9553;vidio dan strategi tahan guna usai piala dunia 2022;0;0;;;;;;;;;;;;;;
9554;perintah argentina telah ketuk palu perihal hari libur nasional usai lah albiceleste juara piala dunia 2022 lengkap taut ikut argentina lionelmessi goatmessi laalbiceleste eramadanicom worldcup2022 harilibur;0;0;;;;;;;;;;;;;;
9555;harlah hanura ke 16 tepat dengan musim piala dunia pas dapat nomor 10 nomor hoki nomor juara 10angkasempurnahanura;0,25;1;;;;;;;;;;;;;;
9556;ranking fifa usai piala dunia 2022 argentina naik peringkat brasil tetap atas google berita olahraga arenanews kamidi opsiminfo;0,35;1;;;;;;;;;;;;;;
9557;lionel messi bawa argentina juara piala dunia tatkala negara kalut atas krisis ekonomi akut jenak warga argentina lupa akan miskin yang ancam saat ini semua bahagia pesta biasa ini momentum politis bikin banner dan spanduk;-0,016666667;-1;;;;;;;;;;;;;;
9558;tumbalproyekk rofikrnwn nextjack1995 muffinboyyy idextratime santi j fm madrid sudah hattrick piala dunia om;0;0;;;;;;;;;;;;;;
9559;idextratime sudah fix argentina juara piala dunia 2022 qotar dan messi resmi jadi new legend question untung apa kalian ribut2 apa biar viral terus kalau sudah viral bisa copot gelar sebut;0,136363636;1;;;;;;;;;;;;;;
9560;2022 jadi messi adalah main yang komplit selain beberapa kali jadi main baik di bagai ajang gengsi sepakbola messi jadi main yang untung dapat tropi piala dunia telah antar negara jadi menang very special person messi;0,352857143;1;;;;;;;;;;;;;;
9561;goal id wkwkwk dalem hati pasti bilang sedang apa sih ini org lihat aje tangan martinez pegang erat trophy piala dunia;-0,178571429;-1;;;;;;;;;;;;;;
9562;argentina libur nasional raya juara piala dunia 2022 parade sambut messi dan kawan-kawan argentina jadi laut manusia pialadunia2022 argentina lionelmessi prancis ehsan percy jackson panglima tni memberikan;-0,125;-1;;;;;;;;;;;;;;
9563;lio mamet skakavvs idextratime wkwkw gk bakal bisa rubah fakta cul nyata emang messi punya piala dunia tapi pencentak gol banyak panjang masa mas diboegang cr;0,1625;1;;;;;;;;;;;;;;
9564;alas qatar beri bisht untuk messi di seremoni juara piala dunia 2022;-0,4;-1;;;;;;;;;;;;;;
9565;mau messi punya 100 piala dunia pun idola saya masih tetep cr7 cristiano ronaldo;0;0;;;;;;;;;;;;;;
9566;standar ukur apa ajar dari qatar erick thohir harap piala dunia u20 indonesia lebih sukses;0,416666667;1;;;;;;;;;;;;;;
9567;10 itu nilai tinggi no 10 pas banget piala dunia messi juga no 10 moga selalu sukses kayak messi 10angkasempurnahanura;0,222857143;1;;;;;;;;;;;;;;
9568;tidak ada satu pun tanding piala dunia tahun ini yang ku tonton 10 menit dan yang sebentar itu pun cuma 1 2 tanding itu semua karena tidak ada itali sial;0,128571429;1;;;;;;;;;;;;;;
9569;timnas maroko di tanding pertama piala dunia 2022 ranking fifa 22 sekarang 11 sementara itu brasil tetap di posisi atas meski hanya mampu finis empat final di qatar;0,25;1;;;;;;;;;;;;;;
9570;dennysiregar7 bang dennysiregar meleset harap tapi tidak apa-apa nama juga ramal argentina memang layak juara piala dunia messi memang raja;0,416666667;1;;;;;;;;;;;;;;
9571;usai juara piala dunia 2022 sama argentina messi peluang raih ballon di or delap lionel messi baru saja usai raih juara piala dunia 2022 sama argentina messi kini peluang raih ballon di or bola lionelmessi juarapialadunia2022;0,7;1;;;;;;;;;;;;;;
9572;peringkat fifa baru kelar piala dunia 2022 argentina gusur belgia jepang 20 besar maroko roket;0,068181818;1;;;;;;;;;;;;;;
9573;argentina juara piala dunia 2022 telah 36 tahun lama;0,1;1;;;;;;;;;;;;;;
9574;temu presiden fifa bahas piala dunia kamu 20 2023 erick thohir harap indonesia bisa sama atau lebih qatar;0,25;1;;;;;;;;;;;;;;
9575;argentina kalah prancis di piala dunia kalau wisata siapa menang;0;0;;;;;;;;;;;;;;
9576;afriguswandi asepsaeful m leo sanny pangeransabun tahandong dolphinisasi idextratime jikakakka jadi stroberi telah gagal dan jadi cadang di piala dunia;-0,5;-1;;;;;;;;;;;;;;
9577;yins123 muhammadghema idextratime iya kalau mau bagus di asia iya harus bagus di aff coba cek wawancara latih maroko dia bilang harus juara di benua afrika baru di piala dunia ada step by step coba indonesia harus bagus di asia sedang kita di aff saja kgk pernah juara;0,506060606;1;;;;;;;;;;;;;;
9578;top news koran rakyat merdeka argentina juara piala dunia fernandez sibuk balas twitter ucap selamat;0,3;1;;;;;;;;;;;;;;
9579;172 total gol yang jadi lama piala dunia qatar 2022 ini rupa total gol banyak dalam sejarah piala dunia lewat rekor 171 gol yang jadi di 1998 dan 2014 piala dunia paling seru turut kamu beinfwc2022;0,208333333;1;;;;;;;;;;;;;;
9580;wagimandeep ix mbah kan pakar pakar politik di negeri ini malu ding masa pahlawan reformasi gak bisa lolos piala dunia 2026 di america meksiko dan kanada;0;0;;;;;;;;;;;;;;
9581;padahal bukan main bola tapi masuk 5 besar yang banyak di bicara lama piala dunia bangga banget sayang;0,533333333;1;;;;;;;;;;;;;;
9582;gak ngikutin piala dunia tapi aku beneran tertawa grgr kak nyabiy bilang begini;0,7;1;;;;;;;;;;;;;;
9583;lfckingfc the redsindo tapi pas kualifikasi piala dunia aguero juga masih ada di squad saudara laki-laki jadi dia ada peran juga situ;0;0;;;;;;;;;;;;;;
9584;lagi cosplay jadi piala dunia;0;0;;;;;;;;;;;;;;
9585;haaland dan alvarez sama sama tidak adil main asal norwegia saat ini adalah cetak gol banyak liga primer juli alvarez cetak 4 gol di piala dunia fabregas via twitter;0;0;;;;;;;;;;;;;;
9586;aguero daftar bagai asisten latih argentina pada world cup qatar 2022 yang arti dia resmi milik medali piala dunia dan hak raya sama squad argentina hal yang tidak cerita di media so take a note teman-teman;0;0;;;;;;;;;;;;;;
9587;lionel messi raih golden ball banyak 2 kali di piala dunia;0,366666667;1;;;;;;;;;;;;;;
9588;cristiano time7 cari deh alas suka itung2 buat hibur diri iya kan lagipula itu gaakan ngubah hasil dan fakta kalau messi sudah dapat trofi piala dunia sedang idola belum;-0,4;-1;;;;;;;;;;;;;;
9589;alas qatar beri bisht untuk messi di seremoni juara piala dunia 2022;-0,4;-1;;;;;;;;;;;;;;
9590;febriyafi1 hrvione idextratime di maria diving prancis 2x pinalti coba gosok voucher cuma sekali pinalti satu gosok gosok gosok terruuss dapat 2 aaahhhhsuuuuu dahlaahh final piala dunia keren kemarin untuk 2 tim sama2 luar biasa fans layar kaca iya gitu2 saja;0,029166667;1;;;;;;;;;;;;;;
9591;oh ini yang skrng jadi viral sedikit 18 besok senin raul los diving theo licha di maria extra time pildun sudah 2 0 nonton bareng piala dunia all in france mbappe penalti fifaworldcup indosiar argentina ambil alchemyofsouls2ep4 ometvbugil;-0,0625;-1;;;;;;;;;;;;;;
9592;realmadridindo1 orang paling gatau malu anjing wkwkkwkw nanti mengaku mengaku pernah menang piala dunia 2022 ke orang orang;0,5;1;;;;;;;;;;;;;;
9593;menang parlay tiap hari aman dan percaya menang berapa di bayar bonus deposit hari 10 cashback sport slot minggu klik di sini pialadunia infopialadunia jadwalbola prediksibola infobola kabarbola olahraga;0,5;1;;;;;;;;;;;;;;
9594;selamat buat kylian mbappe dengan raih golden boot nya baru ada 2 main yang cetak hattrick dalam piala dunia ini nyata sob geoff hurst untuk inggris ketika lawan jerman barat di final 1966 dan kylian mbappe untuk prancis ketika lawan argentina di final 2022;0,075;1;;;;;;;;;;;;;;
9595;realmadridindo1 aguero daftar bagai asisten latih argentina pada world cup qatar 2022 yang arti dia resmi milik medali piala dunia dan hak raya sama squad argentina hal yang tidak cerita di media so take a note teman-teman;0;0;;;;;;;;;;;;;;
9596;nonton bareng teroooss jadi saksi messi angkat trofi piala dunia 2022;0;0;;;;;;;;;;;;;;
9597;habis nnton piala dunia sekarang alih nonton ke liga indonesia dunia asa mundur 100 tahun ke belakang v;0;0;;;;;;;;;;;;;;
9598;realmadridindo1 wajar saja sih piala dunia gitu loo saya yang bukan orang argentina saja mau pegang itu trofi dan jadi foto profil;0,05;1;;;;;;;;;;;;;;
9599;ini makna jubah bisht yang beri emir qatar pada lionel messi usai argentina juara piala dunia 2022 messi argentina;0;0;;;;;;;;;;;;;;
9600;menang argentina dan lionel messi akhir piala dunia fifa baik yang pernah ada zonafakta zonafaktasport;0,6;1;;;;;;;;;;;;;;
9601;yah tim favorit menang piala dunia sedi soal kemarin pas sakit mas sempat nonton;-0,107142857;-1;;;;;;;;;;;;;;
9602;idextratime rasa langsung ken cepetin piala dunia lagi biar menang lagi apalagi sampai bisa bantai brazil;0,3;1;;;;;;;;;;;;;;
9603;dennysiregar7 piala dunia sudah selesai debat siapa yang menang siapa yang kalah juga sudah selesai sekarang balik ke debat abadi natal sudah dekan ucap mohon maaf lahir batin haram atau tidak;0;0;;;;;;;;;;;;;;
9604;selamat tinggal qatar sampai jumpa di amerika utara piala dunia 2026 amerika serikat kanada meksiko;0;0;;;;;;;;;;;;;;
9605;gak bayang saya kalau piala dunia 2022 kemarin pecah traffic tinggi di google lama 25 tahun kalau piala dunia jadi tiap 4 tahun sekali arti traffic piala dunia 2022 lebih tinggi dari 6 piala dunia belum;0,205;1;;;;;;;;;;;;;;
9606;idextratime sama kaya piala dunia kemarin belum hari h tidak ada uang vibesnya sama sekali gak ada excited nya ps sudah mulai wah gila abiiss;-0,39375;-1;;;;;;;;;;;;;;
9607;deret momen tidak lupa di piala dunia qatar langit7id cahayamenujukebaikan fifaworldcup2022 qatar;0;0;;;;;;;;;;;;;;
9608;foto lionel messi angkat trofi piala dunia masuk unggah instagram dengan like banyak;0,5;1;;;;;;;;;;;;;;
9609;final piala dunia 1998 skor france 3 0 brazil cetak gol zinedine zidane menit 27 dan 45 emmanuel petit menit 90 dapat nyontek google indosat idextratime pildunbarengioh yuk ikut kawebe 7 levi liebert sarmahansarr;0;0;;;;;;;;;;;;;;
9610;andres iniesta bangga dengan jaya lionel messi di piala dunia 2022 emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022;0,8;1;;;;;;;;;;;;;;
9611;stefanusyogaa lega banget yog argen juara messi angkat piala dunia sudah tunda banyak begitu;0,2;1;;;;;;;;;;;;;;
9612;oh ai aguero cuman buat foto instagram saja wkwkwk si paling kontribusi di piala dunia 2022;0;0;;;;;;;;;;;;;;
9613;gagal bawa trofi piala dunia 2022 timnas prancis tetap sambut riah saat tiba di tanah air celebritiesdotid infocelebterkini;0,1;1;;;;;;;;;;;;;;
9614;fifaworldcup messi argentina enzofernandez profil lengkap enzo fernandez main muda baik piala dunia 2022;0,1;1;;;;;;;;;;;;;;
9615;1 kakanwil kemenkumham sumsel harun sulianto apresiasi lembaga pemasyarakatan palembang gelar acara nonton bareng piala dunia 2022 yang hadir oleh jabat struktural jajar pegawai lembaga pemasyarakatan lembaga pemasyarakatan kelas i palembang kemenkumham ri kumhamsumsel harun sulianto kumhamsumsel harunsulianto;0;0;;;;;;;;;;;;;;
9616;untung besar presiden fifa ingin piala dunia gelar tiga tahun sekali;0,3;1;;;;;;;;;;;;;;
9617;jalin kompak lembaga pemasyarakatan kelas i palembang gelar nonton bareng piala dunia;0;0;;;;;;;;;;;;;;
9618;kane gagal penalti yang notabennya lebih krusial juga untuk inggris di piala dunia gak dapat sintemen negatif tapi kenapa rashford sancho harus dapat treat yang buruk dr media negara ras;-0,083333333;-1;;;;;;;;;;;;;;
9619;parade juara piala dunia tetap perintah argentina bagai libur nasional;-0,25;-1;;;;;;;;;;;;;;
9620;euforia menang messi sama argentina di piala dunia qatar 2022 gegap gempita namun jubah bisht yang pakai emir qatar kepada messi jadi kontroversi;0;0;;;;;;;;;;;;;;
9621;nyata piala dunia belum akhir tendang tendang dilanjutjan di dunia politik indonesia ahypolitikusgagal ahyasalbicara sbymangkrakahyasbun ahygagalditnigagaldipolitik ahygagalnyapres hambalangmangkrak sbyturungunung demokratkoruptor ahybaukencur;0,2;1;;;;;;;;;;;;;;
9622;piokharisma dia goat dengan piala eropa tanpa piala dunia;0;0;;;;;;;;;;;;;;
9623;para main piala dunia 2022 ini pernah kerja sama dengan label fashion mewah ada lionel messi dan kylian mbappe;0;0;;;;;;;;;;;;;;
9624;messi habis juara piala dunia bikin anak ga iya kalau bikin plis anknya cewek pasti cakep banget;0,5;1;;;;;;;;;;;;;;
9625;posting menang piala dunia lionel messi dapat 53 juta like di instagram pecah rekor cristiano ronaldo;0;0;;;;;;;;;;;;;;
9626;lautaro martinez curhat kalau kecewa dengan diri sendiri di piala dunia 2022;-0,75;-1;;;;;;;;;;;;;;
9627;erickthohir puji teguh prinsip qatar dalam tahan nilai nilai budaya mantan presiden inter mil ini nilai qatar hasil laku modernisasi tanpa hilang adat istiadat hal ini lihat dlm penyelengaraan piala dunia 2022 bangkitbersamaet;0,05;1;;;;;;;;;;;;;;
9628;lionel messi tidak mau pensiun usai angkat trofi emas piala dunia 2022 fokus pasca raih gelar juara piala dunia 2022 sama tim argentina lionel messi pun menep kabar diri akan pensiun indosiartv;0,5;1;;;;;;;;;;;;;;
9629;konvoi menang argentina pakai motor knalpot bising pemuda tusuk hingga tewas fokus raya menang tim sayang bagai juara di piala dunia orang remaja di manado sulawesi utara bahkan indosiartv;0,225;1;;;;;;;;;;;;;;
9630;pantau wilayah nonton bareng piala dunia babinsa beri himbauan keamanan dan ketertiban masyarakat jelang natal dan tahun baru;0,068181818;1;;;;;;;;;;;;;;
9631;piala dunia wes rampung tapi urus asmara tetep iseh kacau hiks;0;0;;;;;;;;;;;;;;
9632;idextratime menang 1 tanding saja berita minggu gak habis habis apalagi kalau jadi juara bisa jadi berita selalu muncul sampai piala dunia lanjut dan akan selalu ada saja yang bisa angkat jadi bahan berita;0,3;1;;;;;;;;;;;;;;
9633;yusuf dumdum nemu ginian jadi berfikir besok2 suruh pakai sarung saja buat acara piala dunia cr tiktok duniamanji;0;0;;;;;;;;;;;;;;
9634;sampai jumpa amerika utara ini ubah di piala dunia 2026;0;0;;;;;;;;;;;;;;
9635;s graciajkt48 ci gre jangan lupa habis piala dunia ada piala aff jangan lupa dukung timnas kita;0;0;;;;;;;;;;;;;;
9636;haloo indosat idextratime tanding final piala dunia tahun 1998 di menang prancis zinedine zidane yang cetak gol di menit 27 dan 45 emanuel petit di menit 90 pildunbarengioh ikut yuk teman-teman 07nanas iznieocti adji mahadewa;0,25;1;;;;;;;;;;;;;;
9637;remaja tewas tikam saat raya menang argentina di piala dunia buru sergap;-0,6;-1;;;;;;;;;;;;;;
9638;daftar juara piala dunia argentina tambah gelar brasil masih atas;0;0;;;;;;;;;;;;;;
9639;idextratime sangat bangga jdt latih angkat trofi piala dunia sedang persib yang punya bandara dan pesawat mas belum;1;1;;;;;;;;;;;;;;
9640;cristiano ronaldo hanya cetak satu gol panjang bela portugal di piala dunia 2022;-0,025;-1;;;;;;;;;;;;;;
9641;foto gonzalo montiel rupa pesepakbola muda asal argentina yang jadi tentu menang tim di piala dunia 2022 gonzalo juga hobi kuliner lho detikers yuk intip seperti apa seru;0,153571429;1;;;;;;;;;;;;;;
9642;mau messi menang piala dunia mau piala paling lengkap ronaldo tetap hati cr7 ronaldo;0,466666667;1;;;;;;;;;;;;;;
9643;mbappe jadi sosok kunci les blues di lini depan laga final kontra argentina dengan tiga gol ini mbappe sukses jadi top skor dalam piala dunia 2022 gempitaboladunia2022 cnnindonesia;0,3125;1;;;;;;;;;;;;;;
9644;piala dunia habis qatar kembali ke hidup normal pialadunia qatar;0,075;1;;;;;;;;;;;;;;
9645;armazulfikar idextratime seperti iya 2006 satu squad ke piala dunia jerman masuk messi muda juga ada;0,05;1;;;;;;;;;;;;;;
9646;messi jadi playboy usai angkat trofi piala dunia 2022 sama argentina ikut ini sebab lengkap via tribunwow;0;0;;;;;;;;;;;;;;
9647;seru banget lihat orang orang ngehype piala dunia;0,3;1;;;;;;;;;;;;;;
9648;gentongconcept dolphinisasi idextratime dukung messi bukan barca bukan cuma kasi saja pemain2 portugal di blng di gendong ronaldo pdhl jelas2 piala dunia skng saja dia banyak di bangku cadang wkwkwkwkk;0,05;1;;;;;;;;;;;;;;
9649;messi terus sejarah argentina di piala dunia tapi cristiano ronaldo buat sejarah di portugal;0;0;;;;;;;;;;;;;;
9650;podcastboba tertawa tapi kasi juga iya mereka umur hidup akan terus bela idola tolong buat video banding prestasi ronaldo dan messi min apalagi yang menang piala dunia kamu 20 dan medali emas olimpiade saya jadi penasaran bagaimana reaksi mereka wkwkw;-0,05;-1;;;;;;;;;;;;;;
9651;terima kasih kepada 2 3 juta rakyat malaysia yang tonton lawan akhir piala dunia qatar 2022 terusi rtmklik yang sahih di berita rtm rtm beritartm rtmklik pialadunia2022rtm;0;0;;;;;;;;;;;;;;
9652;benzema umum pensiun dari timnas prancis usai absen di piala dunia 2022 karimbenzema prancis pensiun beritabola inilahkoran;-0,05;-1;;;;;;;;;;;;;;
9653;terima kasih kepada 34 juta rakyat malaysia yang tonton johan piala dunia qatar 2022 terusi rtmklik anda memang baik rtmklik pialadunia2022rtm;0;0;;;;;;;;;;;;;;
9654;rapper drake rugi rp15 miliar usai dukung argentina menang di piala dunia 2022 kok bisa;0,25;1;;;;;;;;;;;;;;
9655;piala dunia sudah selesai waktu harga stb normal kembali;0,15;1;;;;;;;;;;;;;;
9656;7 fakta gemerlap lionel messi telah antar argentina kalah prancis di piala dunia 2022;0;0;;;;;;;;;;;;;;
9657;argentina juara fifa world cup 2022 qatar timnas argentina resmi jadi juara piala dunia 2022 telah di partai final kalah prancis simak berita lengkap klik link ikut;0,033333333;1;;;;;;;;;;;;;;
9658;artis india deepika padukone bagai bawa trofi piala dunia 2022 curi perhati deepika damping mantan kiper dan kapten spanyol iker casillas saat tampil trofi pildun 2022 di lapang hijau cantik banget;0,2;1;;;;;;;;;;;;;;
9659;fifaworldcup argentina budweiser budfootball gila benar akun piala dunia posting kalimat kaya gin;0,041666667;1;;;;;;;;;;;;;;
9660;nama gareth bale masuk tim buruk di piala dunia;-0,7;-1;;;;;;;;;;;;;;
9661;telah era maradona argentina tidak kurang talenta luar biasa namun di piala dunia argentina mentok jadi kuda hitam 36 tahun lalu argentina dapat tiga gak cuma berkat messi tapi juga tim yang solid dan latih fifaworldcup;0,075;1;;;;;;;;;;;;;;
9662;lothar matthaus kritik tampil cristiano ronaldo di piala dunia 2022;0;0;;;;;;;;;;;;;;
9663;gagal tahan gelar juara di piala dunia 2022 ini pesan kylian mbappe untuk piala dunia ikut;-0,5;-1;;;;;;;;;;;;;;
9664;telah 5x ikut piala dunia;0;0;;;;;;;;;;;;;;
9665;meski argentina tang pada ajang 4 tahun ini namun tidak bisa simpan trofi piala dunia yang asli pasal faktor aman dan integritas trofi piala dunia begitu krusial telah trofi ini ada dalam ancam beberapa kali;0,291666667;1;;;;;;;;;;;;;;
9666;top 3 tekno game fifa 23 prediksi argentina juara piala dunia 2022;0,05;1;;;;;;;;;;;;;;
9667;yang sangat sayang dari piala dunia edisi 2022 ini adalah belum nemuin supporter jepang nyanyiin lagu legendaris ini;0,3;1;;;;;;;;;;;;;;
9668;deret sohor yang riah final piala dunia 2022;0;0;;;;;;;;;;;;;;
9669;piala dunia edisi kali ini akan selalu kita kenang karena banyak sekali ekspresi dan dukung dari cinta sepak bola untuk palestina yuk ekspresi peduli lalu kanal donasi ini;0,5;1;;;;;;;;;;;;;;
9670;moro2 pikir messi bicara dengan ini kita hasil tamat piala dunia 2022;0;0;;;;;;;;;;;;;;
9671;2026 kuota serta piala dunia sudah tambah iya tentu angin segar untuk norwegia lolos ke pildun kalau italy nggk tahu deh angel;0,3;1;;;;;;;;;;;;;;
9672;poljokesid dan cuma di era pak jokowi italia tidak lolos piala dunia sampai 2x bahkan;0;0;;;;;;;;;;;;;;
9673;obama ucap selamat argentina hingga sebut messi goat menang piala dunia yang luar biasa follow kami untuk berita tarik lain fifaworldcup argentina seokjin sarap messi dybala aguero lautaro ehsan republic churchill swiss drake;0,452083333;1;;;;;;;;;;;;;;
9674;dhln mhmmd zzzatm pugosambodo biasane juara laduni piala dunia pada foto sama keluarga gak pas selebrasi menang;0,5;1;;;;;;;;;;;;;;
9675;kalau indo menang piala dunia pasti tahu kan siapa yang angkat tropynya hikss;0,3;1;;;;;;;;;;;;;;
9676;menang piala dunia 2022 yang telah lama dukung merdeka palestina argentina dukung palestina maradona dalam hati saya saya orang palestina;0,233333333;1;;;;;;;;;;;;;;
9677;pandang indah di menara al jaber di kota lusail qatar bendera palestina hias menara itu hari telah final piala dunia qatar 2022 19 12 2022;0,425;1;;;;;;;;;;;;;;
9678;gilabola ina fans karbitan yang beli jersey saat tim menang piala dunia min jadi gak berpengaruh buat fans yang real;0,2;1;;;;;;;;;;;;;;
9679;aku blom bisa move on kenapa sakit kali yah tiap lihat ig messi ngangkat piala dunia iri sekali lihat mereka mengolok2 ronaldo atas kalah ini;0,2;1;;;;;;;;;;;;;;
9680;bagi yang ingin tahu negara mana saja yang pernah juara piala dunia ini daftar indonesia di urut 9;0;0;;;;;;;;;;;;;;
9681;itu argen juara karena ba nya adidas yang mana adidas juga ba piala dunia jadi iya mafia bakal lari ke argen coba argen ba nya specs orthus mungkin ga sampai final he sekian ketidakjelas dr saya mksh;0,25;1;;;;;;;;;;;;;;
9682;bisht tanda hormat untuk sang juara piala dunia 2022 tuai kecam liputan6;0;0;;;;;;;;;;;;;;
9683;latih lionel scaloni pegang peran penting dalam hasil argentina tang piala dunia qatar 2022 headline;0,4;1;;;;;;;;;;;;;;
9684;goal id piala dunia kamu 20 2005;0;0;;;;;;;;;;;;;;
9685;orang tolol di dunia bisa kita lihat hanya dari bagaimana dia komentar qatar lama piala dunia 2022 open minded itu pikir buka bukan tidak pikir stuuu lgbtq people;-0,175;-1;;;;;;;;;;;;;;
9686;argentina jadi juara piala dunia 2022 pele ikan komentar follow kami untuk berita tarik lain fifaworldcup argentina seokjin sarap messi dybala aguero lautaro ehsan republic churchill swiss drake;-0,125;-1;;;;;;;;;;;;;;
9687;final piala dunia 2022 kylian mbappe kena karma usai ejek lionel messi whatsapp 855 96 399 1241 ligabintang beritabolanews beritaviral salamhokiligabintang;0;0;;;;;;;;;;;;;;
9688;video media prancis nilai menang argentina di piala dunia 2022 tidak sah dan harus anulir;0,25;1;;;;;;;;;;;;;;
9689;soeeeegik kocok arisan piala dunia wkwk;0;0;;;;;;;;;;;;;;
9690;potret gembira rekan tim lionel messi pegang trofi piala dunia 2022 saat kembali ke buenos aires via tribuntravel;0,8;1;;;;;;;;;;;;;;
9691;berapa hadiah juara piala dunia 2022 wow nyata gin uang;0,266666667;1;;;;;;;;;;;;;;
9692;kakanwil kemenkumham sulbar sama dari riah piala dunia tahun 2022 di qatar kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali;0;0;;;;;;;;;;;;;;
9693;video gagal di piala dunia maroko tetap puja fans;-0,5;-1;;;;;;;;;;;;;;
