"cleaned_tweet","polarity","sentimen"
"golden ball untuk sang goat lionel messi jadi main pertama yang tang dua golden ball piala dunia sementara kylian mbappe dan luka modric raih silver bronze ball beinfwc2022","0.28333333333333","1"
"ada bantu sihir di balik hasil messi juara piala dunia 2022 emtekworldcup2022 bolacomworldcup2022 pialadunia2022 pialadunia","0.05","1"
"kena cedera yang derita kyle walker kalvin phillips dan john stones jelang piala dunia kolaborasi antara manchester city dan timnas inggris akan selalu jadi penting telegraphducker","0","0"
"lionel messi baru saja raih gelar piala dunia 2022 pada usia yang telah injak 35 tahun lah pulga masih belum mau pensiun di timnas argentina thephraseid lionelmessi menolakpensiun","0","0"
"timnas argentina hasil juara piala dunia 2022 perintah negara itu pun tetap hari libur nasional raya sukses sebut juaraboladunia","0.3","1"
"dunia sepakbola harus lahir saing mbappe agar piala dunia ikut doi gak lari sendiri bukan bukan haaland","0","0"
"piala dunia 2022 pakai beberapa menit jubah messi laku keras lengkap klik taut ikut ini infoolahraga jubahmessi messi pialadunia2022 fifaworldcup2022","-0.05","-1"
"fifa rilis 10 capai individu pasca gelar piala dunia qatar 2022","0","0"
"kmbappe semangat klyan kamu yang sungguh main baik di dunia piala dunia amerika nanti","0.1","1"
"piala dunia tanpa lapor pandang mata","0","0"
"komentar kylian mbappe usai prancis gagal juara piala dunia 2022","-0.5","-1"
"cobak piala dunia langsung di bulan juni bisa jadi yang menang ballon di or messi lagi wqwqwq","0.1","1"
"reaksi selebriti dunia lihat argentina dan messi juara piala dunia 2022","0","0"
"it s time timnas indonesia piala dunia 2022 telah selesai sekarang waktu kita dukung timnas indonesia di ajang piala aff 2022 ikut jadwal tanding itstime timnasindonesia pialaaff2022 nasdembersamarakyat","0","0"
"selasa 20 12 22 pukul 14 54 like ig world record egg 55 891 538 like ig leomessi angkat trofi piala dunia 55 048157","0","0"
"argentina juara saudara perempuan cristiano ronaldo sebut ini piala dunia buruk","-0.7","-1"
"informasi viral raya juara piala dunia 2022 argentina libur nasional sang juara dunia informasi viral beritaviral satuviral infoviral trendingviral satuberitasejutaviral","0","0"
"kemarin argentina habis jadi juara piala dunia jadi aku kapan jadi juara di hati fifaworldcup","0.45","1"
"banjir kritik jubah bisht messi di seremoni juara piala dunia 2022 cnn indonesia google berita olahraga arenanews kamidi opsiminfo","0","0"
"effek piala dunia judi bola","0","0"
"komentar kylian mbappe pasca prancis gagal menang piala dunia 2022","0.15","1"
"sukses argentina juara piala dunia 2022 buat adidas untung besar karena jerseynya ludes bahkan ada berani jual sampai rp 78 juta","0.55","1"
"bahagia lihat messi bisa tang piala dunia telah sungkur beberapa edisi piala dunia","0.3","1"
"18muhariz morodotcom goal id dan bukti di piala dunia kali ini lloris emang ga layak masuk","0","0"
"sahid di mulai dengan tangis kecewa ketika di kalah oleh arab dan di akhir dengan tangis bahagia menggangkat piala dunia fifaworldcup thankyouqatar lionelmessi messi qatar2022","0.025","1"
"hormat untuk tuan muda kmbappe top skor piala dunia 2022 8 gol cetak 12 gol dari 14 laga piala dunia 2 edisi main dua yang cetak hattrick di final piala dunia telah tahun 1966 semuaadadividio pialaduniadividio worldcupdividio fifaworldcup","0.19166666666667","1"
"para fans argentina di bagai penjuru dunia pesta masuk kota ambon usai menang argentina di piala dunia 2022 bahkan menang tim lah albeceste kali ini jadi momen untuk pawai sportifitas ist","0.25","1"
"telah juara piala dunia 2022 emiliano martinez ingin tinggal aston villa demi liga champions","0.2","1"
"habis piala dunia sambut piala aff dance","0","0"
"txtdrimedia makin yakin emang ga mungkin negara ini ikut piala dunia","0.25","1"
"deret selebritas dunia ini turut raya menang lionel messi sang goat sama argentina di piala dunia 2022","0","0"
"reyygemash idextratime hubung foto mas2 ini sama piala dunia apa iya sis","0","0"
"2 alas argentina hasil jadi juara piala dunia 2022","-0.4","-1"
"gagal fokus lihat langsung nya tanding viral selebrasi pamer payudara fans argentina di piala dunia 2022 cenderung pamer area privat di tempat umum sering kait dengan ekshibisionisme","-0.1","-1"
"fantastis judi bola lama piala dunia 2022 tembus rp 545 triliun shorts","0.25","1"
"wow lama piala dunia 2022 judi bola tembus hingga rp545 triliun","0.025","1"
"video akhir manis lionel messi bawa argentina juara piala dunia 2022 kylian mbappe waris takhta","0.175","1"
"kingsley coman dan aurelien tchouameni gagal nyarang gol dari titik putih di final piala dunia 2022 dua bintang timnas prancis itu pun kena hujat rasisme juaraboladunia","-0.125","-1"
"idextratime halah pada mengaku b saja iya karena emang belum mulai saja turnamen sama kayak belum piala dunia kemarin pada bilang gak asa hingar bingarnya eh begitu mulai turnamen tetep pada heboh juga","0","0"
"piala dunia 2022 sudah selesai puas sih sama pildun kali ini dari awal tanding sampai menang yang juga akhir debat semua cinta sepak bola tentang siapa the real goat wkwk dan juga ada ishowspeed yang bikin pildun ini jadi tambah seru","0.4","1"
"kasi murid saya harap kita juara 3 piala dunia argentina perancis indonesia","0","0"
"podcast s3 e32 wibu desember sedang tidak baik baik saja dari wilayah indonesia dengan tonton h nt i tinggi sampai ke project blue lock di piala dunia dan figur erotis yang rajalela desember sungguh luar biasa apa saja isi simak anime podcastanime wibu","0.16866666666667","1"
"piala dunia 2022 tidak asa sudah akhir dengan argentina jadi jawara kalah prancis netizen pun ucap terima kasih untuk qatar","0","0"
"ikut deret menang harga piala dunia 2022 tiga antar harga sebut rebut argentina siapa saja terima harga sebut 77577sports 77577sports pestabola pildun pestabola2022 messigoat goat lionelmessi messi","0.5","1"
"batal kuat prancis di piala dunia 2022 karim benzema kirim sinyal pensiun di hari ulang tahun","0.43333333333333","1"
"juara piala dunia 2022 perintah argentina umum hari libur nasional","0.05","1"
"argentina juara piala dunia 2022 suarez langsung telepon messi","0","0"
"idextratime menporanya argentina kok gak ikut beri throphy di podium juga iya lumayan loh buat portofolio kalau mau nyaleg atau nyagub pernah bawa argentina juara piala dunia","0.475","1"
"pria yang baru antar argentina jadi juara piala dunia 2022 ini punya hasil capai ratus juta dolar lho gin hasil dan total harta","0.068181818181818","1"
"lionel messi punya kans besar untuk tang ballon di or 2023 usai hasil angkat trofi piala dunia 2022 sama argentina messi prediksi akan saing ketat dengan kylian mbappe yang juga tampil luar biasa sama prancis mgtradio mgtsport mgtplay fifaworldcup","0.051587301587302","1"
"karim benzema pensiun dari timnas prancis pada hari ulang tahun ke 35 24 jam telah final piala dunia karimbenzema worldcup retirement pensiun prancis","0","0"
"dua bulan belum piala dunia mulai rodrigo adik paul sudah prediksi argentina juara emtekworldcup2022 bolacomworldcup2022 pialadunia2022 pialadunia","0","0"
"idextratime mben aku latih e indonesia melbu piala dunia wkwkwk","0","0"
"realwife12 lha piala dunia kok lgek main mbak","0","0"
"ronaldo tolak latih bareng main cadang usai portugal lolos 8 besar piala dunia 2022","0.5","1"
"5 main liga domestik mahal kroasia di piala dunia 2022","0","0"
"video akhir manis lionel messi bawa argentina juara piala dunia 2022 kylian mbappe waris takhta","0.175","1"
"kira kira di umur 39 tahun messi is the goat masih kuat main 90 menit ga iya di piala dunia 2026 lengkap klik","0.26666666666667","1"
"angkat trofi piala dunia hahahaha fifaworldcup","0.2","1"
"kenal bisht jubah tradisional arab yang pakai messi saat juara piala dunia","0","0"
"ibu asal kanada ini berterimakasih kepada qatar karena bisa nonton piala dunia yang ramah keluarga","0.375","1"
"yang menang banyak adalah aguerosergiokun dia dapat jersey final sejarah piala dunia 2022 punya messi yang di tanda tangan messi langsung itu kalau di jual ada saja orang yang now watching beli bahkan bisa sampai harga yang g masuk akal","0.05","1"
"wapres sebut tampil timnas maroko di piala dunia jadi inspirasi maroko marufamin pialadunia2022 popularitascom","0","0"
"intip kaya lionel messi pahlawan argentina di piala dunia 2022","0","0"
"lionel messi the goat antar argentina menang piala dunia 2022 lengkap","0.2","1"
"qatar bawa bagai baru teknologi dalam piala dunia 2022 salah satu bola dengan teknologi connected ball poin yuk seperti apa canggih indonesiaindicator pialadunia2022 fifaworldcup2022","0.31818181818182","1"
"bolanet tapi maradona ga bisa juara piala dunia di era jokowi","0.8","1"
"piala dunia argentina kembali hasil raih juara dunia","0","0"
"argentina akhir putus puasa 36 tahun dengan jadi juara piala dunia 2022 anak mendiang ego maradona pun beri ucap selamat juaraboladunia","0.8","1"
"ingat argentina jadi juara piala dunia 2022 sama dengan itu kapten albiceleste lionel messi juga raih harga bagai main baik dengan terima golden gall argentina messi worldcup fifaworldcup indosport","0.15","1"
"18 desember 2022 leo messi yang usia 34 tahun akan menang piala dunia dan jadi main hebat panjang masa periksa kembali dalam 7 tahun tulis josepolanco10","0.1","1"
"hal sebut karena miguel polanco unggah cuit yang nyata bahwa lionel messi bakal angkat trofi piala dunia 2022 selain itu dukung albiceleste juluk argentina sebut juga kata bahwa leo messi akan jadi main hebat panjang masa","0.3","1"
"ramal pria argentina jose miguel polanco kait dengan lionel messi akan angkat trofi piala dunia 2022 bukti akurat poin lengkap sob","0.1","1"
"tampil brilian lionel messi dan kylian mbappe di piala dunia 2022 buat paris saint german psg harap banyak","0.45","1"
"mari nikmat jenak bagai momen manis di qatar sembari siap songsong piala dunia di amerika utara selamat tinggal qatar sampai jumpa di amerika utara fifaworldcup pialadunia2022","0.31666666666667","1"
"koleksi gol neymar sejajar dengan pele bahkan lewat ronaldo usai piala dunia 2022","0","0"
"myskill id cepat bilang siapa juara piala dunia 2026 dan apa best performing stock 5 tahun akhir harga bitcoin naik atau tidak cepat kata","0.41111111111111","1"
"habis piala dunia mbappe seperti cedera dan butuh tangan non medis segera panca66 taufikrendusara dokfun bangediii","0","0"
"karim benzema pensiun dari timnas prancis usai piala dunia 2022 reuni serang real madrid itu dengan les bleus pun langsung singkat namun kesan juaraboladunia","0.066666666666667","1"
"waduh drake kalah taruh hingga rp 156 miliar di final piala dunia 2022","0.05","1"
"tanpa ragu barack obama sebut messi bagai goat buntut argentina juara piala dunia 2022 messi goat argentina argentinavsfrance","0","0"
"coman dan tchouameni pun akhir jadi kambing hitam kalah prancis di final piala dunia 2022 beberapa fans bahkan serang dua main itu cara rasial di media sosial","0.016666666666667","1"
"kingsley coman dan aurelien tchouameni gagal nyarang gol dari titik putih di final piala dunia 2022 dua bintang timnas prancis itu kena hujat rasisme yukplay yukplayslot yukplaylogin yukplaydaftar","-0.125","-1"
"juara piala dunia 2022 berapa gaji messi the goat bulan","0.2","1"
"nemenin wino nonton piala dunia minggu malam tapi asa ngantuknya sampai hari ini","0","0"
"dan yang boleh megang dan kecup trofi piala dunia itu bukan sembarang orang messi saja pas jadi runner up di 2014 gak berani tuh kecup2","0","0"
"pria yang baru antar argentina jadi juara piala dunia 2022 ini punya hasil capai ratus juta dolar lho gin hasil dan total harta","0.068181818181818","1"
"kmbappe mantap mas jangan putus ikut liga 1 indo mas lebih dr piala dunia","0.65","1"
"kalau malaysia menang piala dunia mesti kita semua isnin tu akan masuk office cam biasa pastu cam just borak borak and bila boss sampai semua pun focus kerja takda any celebration besar besar pelik gila aku menjenguk tahap culture dekat malaysia ini","-0.04375","-1"
"idextratime baru tahu saya piala dunia u20 1997 di malaysia","0","0"
"latih argentina lionel scaloni beber cakap dengan lionel messi dia yakin obrol itu yang jadi picu tim juara piala dunia 2022","0","0"
"jadi macam ini ering jadi tiap pagelaran piala dunia akhir photo jersey messi jadi keset pintu masuk salah restoran kota paris","0.6","1"
"latih argentina lionel scaloni beber cakap dengan lionel messi dia yakin obrol itu yang jadi picu tim juara piala dunia 2022","0","0"
"main argentina buat aksi lucah lepas terima pingat undang kecam jaga gol argentina emiliano martinez bukan sahaja curi tumpu ketika lawan akhir piala dunia qatar 2022 tentang perancis malam dengan aksi tangkas gemilangdaily","0","0"
"trofi piala dunia 2022 milik koper eksklusif yang mewah produksi louis vuitton koper itu lapis 6 175 kg emas dan perunggu 18 karat seperti apa","-0.1875","-1"
"sudah hal yang umum jika banyak orang jadi piala dunia bagai ajang judi bola kabar bahwa putar uang judi bola kali ini capai ratus triliun rupiah lho","0.1","1"
"nusantara one masaryaduta orang lupa bagaimana cara negara itu dapat jatah piala dunia cari saja kok di google ada siapa bilang qatar tidak ada bank konvensional saya ini bolak balik qatar dr th 2013 coba yang posting itu suruh kirim link sumber informasi dari mana","0.035714285714286","1"
"juara piala dunia qatar marquez beri ucap untuk lionel messi","0","0"
"wow uang hasil taruh piala dunia tembus rp545 triliun","0.1","1"
"selain itu kondisi fisik yang baru pulih dari cedera juga anggap terlalu resiko untuk turun main as roma itu baru jalan debut di piala dunia 2022 pada laga semifinal lawan kroasia itu pun baru masuk di menit ke 74 saat argentina sudah pimpin 3 0","-0.077777777777778","-1"
"masih sisa misteri dari drama hasil timnas argentina kalah timnas prancis pada final piala dunia 2022 salah satu soal ucap lionel messi saat adu penalti","0","0"
"masih sisa misteri dari drama hasil timnas argentina kalah timnas prancis pada final piala dunia 2022 salah satu soal ucap lionel messi saat adu penalti","0","0"
"arnoldpoernomo tenggelam sama berita argentina juara piala dunia","-0.1","-1"
"saya tuju pak jokowi 3 periode karena sejak jaman jokowi lah argentina bisa juara piala dunia deh cocok belum ini jadi direktur","0.675","1"
"perintah argentina jadi hari selasa 20 12 2022 bagai hari libur nasional untuk raya trofi piala dunia 2022 selebrasi lionel messi dan kawn kawan akan langsung di obelisk monumen di tengah kota buenos aires","0.05","1"
"perintah argentina jadi hari selasa 20 12 2022 bagai hari libur nasional untuk raya trofi piala dunia 2022 selebrasi lionel messi dan kawn kawan akan langsung di obelisk monumen di tengah kota buenos aires","0.05","1"
"wiranagara sulit argentina hasil juara piala dunia sedang aku di hati jadi juara dua aku si prancis itu lelah juang namun tetap ujung kikis","-0.3","-1"
"sejarah trofi piala dunia yang buat dari emas padat langit7id cahayamenujukebaikan","0","0"
"idextratime padahal ronaldo megang trophy piala dunia loh cara kan doi juga punya ktp argentina dari pacar padahal bisa ikut parade atas bus itu","-0.25","-1"
"sedikit beda tiga negara sekaligus rencana bakal jadi tuan rumah piala dunia 2026","-0.09375","-1"
"minat bola luat salt bae gila glamour lebih lebih gambar dengan trofi piala dunia","-0.05","-1"
"direktur park rok dam with jin bts facebook update bts seokjinnie daftar harga myungjoo selesai piala dunia telah usai sekarang apakah ada senang yang sisa untuk hidup sama pergi keluar untuk sorak di jalan tiap akhir pekan lagi","0.23409090909091","1"
"karim benzema tulis di akun twitternya bahwa ia resmi pisah dari timnas prancis hari telah prancis kalah di final piala dunia 2022 striker real madrid itu putus untuk ucap selamat tinggal pada les bleus","0.066666666666667","1"
"gol messi lawan prancis tanya absah emtekworldcup2022 bolacomworldcup2022 pialadunia2022 pialadunia","0","0"
"messi pakai pola pikir kembang menang piala dunia","0.8","1"
"hasil argentina tang piala dunia 2022 buat juventus tetap ada di urut atas bagai klub dengan milik juara dunia banyak","0.25","1"
"ada 3 momen ikonik pasca final piala dunia 2022 salah satu masuk momen lionel messi kena jubah arab presiden fifa dan emir qatar adalah dua sosok yang pakai lionel messi jubah hitam nama bisht sebut","0.11111111111111","1"
"ada 3 momen ikonik pasca final piala dunia 2022 salah satu masuk momen lionel messi kena jubah arab presiden fifa dan emir qatar adalah dua sosok yang pakai lionel messi jubah hitam nama bisht sebut","0.11111111111111","1"
"perintah argentina tetap hari ini selasa 20 desember 2022 bagai hari libur nasional hal ini putus usai lionel messi dan kawan-kawan hasil jadi juara di piala dunia 2022","-0.4","-1"
"3 negara jadi tuan rumah piala dunia 2026 ikut daftar lokasi dan stadion","0","0"
"3 negara jadi tuan rumah piala dunia 2026 ikut daftar lokasi dan stadion","0","0"
"siapa negara tuan rumah piala dunia 2026","0","0"
"tanding final piala dunia paling seru seumur2 saya hidup","0.4","1"
"ada fans canda bahwa kasih cristiano ronaldo georgina rodriguez adalah satu satu argentina yang tidak bisa raya menang tim nasional argentina di piala dunia 2022","0.65","1"
"berapa hadiah yang oleh timnas argentina telah juara piala dunia 2022","0.5","1"
"hari ini turnamen besar di dunia dan jagat galaksi bima sakti akan segera mulai marhaban iya piala aff mitsubishi electric cup 2022","0.0625","1"
"dalam ilmu dekat islam apa yang laku oleh qatar ini adalah dekat islam dengan metode dekat normatif strategi qatar kenal ajar islam pada piala dunia 2022","0.1","1"
"iarvanpersib addin islah seriea lawas indonesia kalah sekali lawan hungaria di piala dunia 1930 correct me if i'm wrong","-0.5","-1"
"ini berita baru teknologi canggih lama gelar piala dunia 2022 qatar cek berita lengkap di","0.18409090909091","1"
"argentina hasil kukuh diri bagai kampiun piala dunia 2022 unggah lionel messi di media sosial instagram suka lebih dari 45 juta akun itu jadi banyak yang pernah ada dari akun pribadi orang atlet","0.29333333333333","1"
"sukses qatar helat piala dunia 2022 jadi lecut semangat bagi menteri bumn erickthohir untuk bawa indonesia yang akan jadi tuan rumah piala dunia kamu 20 tahun 2023 mampu buat level dengan qatar indonesia bisa bangkitbersamaet","0.4","1"
"ucap dari pimpin atas hasil argentina jadi juara piala dunia qatar 2022","0.8","1"
"argentina hasil kukuh diri bagai kampiun piala dunia 2022 unggah lionel messi di media sosial instagram suka lebih dari 45 juta akun itu jadi banyak yang pernah ada dari akun pribadi orang atlet","0.29333333333333","1"
"salt bae dikacangin messi saat raya juara piala dunia 2022 cnn indonesia google berita olahraga arenanews kamidi opsiminfo","0","0"
"suamiorank pandang enteng dorang ini salah satu gelandang baik komang di piala dunia ini","0.7","1"
"vickyh23 idextratime ndon jangan tolol2 lah iya tolong qatar mempersiapkan stadion abs berapa ratus t cuma buat 4 5 match piala dunia saja habis main langsung di bongkar bagaimana cuma buat 2 bis doang harga berapa sih dbanding stadion paling g lama ada yang debatin jersey bintang 3 sudah disiapain bukanpenyepongmessi","0.225","1"
"timnas argentina pada selasa 20 12 2022 dini hari darat di bandara internasional ministro pistarini ezeiza buenos aires lionel messi dan kawan kawan sambut laut warga argentina yang nanti hadir juara piala dunia qatar 2022","0.05","1"
"skuat timnas prancis telah kembali dari piala dunia qatar sambut tepuk tangan warga prancis warna datang mereka di bandara internasional charles adik gaulle paris juaraboladunia qatar2022 prancis","0","0"
"seperti apa coach robert di mata main dan latih lain fyp viral sepakbola buku bukubiografi pialadunia rosda61","-0.125","-1"
"4 politis partai golkar yang jago argentina juara piala dunia qatar 2022 1 dedi mulyadi anggota dpr ri 2 indah putri indriani bupati luwu utara 3 ahmed zaki iskandar bupati tangerang 4 agun gunandjar sudarsa anggota dpr ri partaigolkar golkarpedia","0.35","1"
"juara mah bebas presiden argentina alberto fernandez umum tanggal 20 desember sebagia hari libur nasional usai lionel messi dan kawan-kawan juara piala dunia 2022 qatar","0.15","1"
"vickyh23 idextratime mempersiapkan 2 bus lah brooo piala dunia ini budgetnya gede","0","0"
"dibanned dari piala dunia u20 gak yaa","0","0"
"siggplus france dan crotia bentuk pakat untuk buat langkah qatari rampas piala dunia dari argentina macam ajar dari pn aje","0","0"
"minyak canggu kalau jam gin ampun deh macet ngomong-ngomong coba saja final piala dunia pas lalu malming mau saya nonton bareng sini fifaworldcup qatar2022","0.061904761904762","1"
"marhaban iya piala dunia cabang asean alias aff","0","0"
"musniumaar aniesbaswedan nasdem mohmahfudmd argentina cium piala dunia anies cium batang obor asia games lucu sih imigran yaman ini","0.25","1"
"wapres ma ruf amin sebut timnas indonesia harus ambil inspirasi dari timnas maroko dari helat piala dunia 2022 karena hal ini","0","0"
"nanti masyarakat argentina lama 36 tahun untuk dapat trofi piala dunia akhir bayar telah argentina menang atas perancis di laga final","0.05","1"
"wapres ma ruf amin sebut timnas indonesia harus ambil inspirasi dari timnas maroko dari helat piala dunia 2022 karena hal ini","0","0"
"suka nonton film tapi kadang suka juga nonton anime jepang yang lucu lucu selamat juga untuk argentina atas juara di piala dunia pasti dapat iphone netflix","0.125","1"
"jubah bisht yang kena lionel messi saat angkat trofi juara piala dunia 2022 nyata melambang hormat","0","0"
"prancis tetap sambut hangat meski gagal di qatar emtekworldcup2022 bolacomworldcup2022 pialadunia2022 pialadunia","0.6","1"
"halo sobat pers telah gagal pada piala dunia 2018 menang argentina pada piala dunia 2022 jadi hal yang paling tunggu tunggu oleh seluruh gemar timnas argentina","0.26666666666667","1"
"lionel messi dan jubah hitam bisht dalam prosesi serah piala dunia 2022","-0.16666666666667","-1"
"batal kuat prancis di piala dunia 2022 karim benzema kirim sinyal pensiun di hari ulang tahun","0.43333333333333","1"
"ceritaeka ada vespa lawas depan rumah dongkrok kalau dipanasin soal suara kayak italia ngebet ikut piala dunia dan sesegera mungkin kemana2","-0.025","-1"
"tepat prediksi juara piala dunia 2022 romy rafael ungkap metode romyrafael","0.28571428571429","1"
"extimeunoffial masnazhif rofikrnwn nextjack1995 muffinboyyy idextratime santi j fm bang messi juara piala dunia bang nang kamu bang tertawa","0","0"
"rakyat argentina nanti penuh sabar bagi sambut pulang hero piala dunia mereka ketika bintang perancis tiba di paris lepas drama final hebat di qatar","0.4","1"
"aragstrn bayy0705 sumatranroger idextratime ingat saya gak perlu 3 kali berturut2 brasil juara dunia tahun 58 62 70 hak simpan piala jules rimet piala belum ganti yang sekarang trofi piala dunia fifa walaupun piala sekarang sudah hilang","-0.2","-1"
"usai piala dunia 2022 qatar siap gelar olimpiade 2036","0.2","1"
"zella hikmatul jntexpressid paket kirim ke qatar jadi panitia piala dunia","0","0"
"mbkelana italia tahu cara ngalahin prancis di final piala dunia","0","0"
"fortune tempat korea selatan bagai 2 dalam soft power rankings di tiap negara lama piala dunia fifa jungkook bintang ke pop pertama yang tampil di panggung upacara buka nyanyi lagu resmi dreamers","0.15","1"
"gara gara gagal meni khusus 18 besok senin raul los diving theo licha di maria extra time pildun sudah 2 0 nonton bareng piala dunia all in france mbappe penalti fifaworldcup indosiar argentina ambil alchemyofsouls2ep4 ometvbugil","-0.047619047619048","-1"
"turut saya jadi greatest all of time di sepak bola tidak harus jadi juara piala dunia tapi bisa juga dari berapa besar kontribusi main sebut untuk sepak bola dan satu lagi bisa juga karena banyak nya followers cristiano","0.56666666666667","1"
"lionel messi dan jubah hitam bisht dalam prosesi serah piala dunia 2022","-0.16666666666667","-1"
"alwaysbesmart1 idextratime kasta tinggi itu piala dunia deck","0.16","1"
"razia gabung skala besar tni polri dan pemko tanjungbalai sambang hotel ktv lokasi nonton bareng piala dunia dan tempat ramai","0.21428571428571","1"
"foto ikonik lionel messi sama trofi piala dunia ganggu ulah lautaro martinez bomber inter mil itu rekam kamera raya juara di atas tiang gawang juaraboladunia","0.5","1"
"siaranbolalive 433 dari rank 1 10 cuman no 8 yang gaikut piala dunia","-0.4","-1"
"informasi ronaldo7 idextratime gk bosen nnti tunggu ronaldo pegang piala dunia baru bosen","-0.18181818181818","-1"
"kakanwil kemenkumham jateng a yuspahruddin tegal kantor wilayah kemenkumham jateng gelar nonton bareng final piala dunia dan makan sama dengan tugas serta keluarga","0","0"
"7 ballon di or piala dunia sudah cukup bukti kalau dia main baik panjang masa tanpa ada lawan yang padan bahkan pele dan maradona di bawah messi","-0.025","-1"
"hah dukun pildun besok senin raul los diving theo licha di maria extra time pildun sudah 2 0 nonton bareng piala dunia all in france mbappe penalti fifaworldcup indosiar argentina ambil alchemyofsouls2ep4 ometvbugil","0","0"
"suryadelalu justru rangking fifa lebih cermin level sungguh karena poin hasil dari laga2 yang pernah lalu sementara piala dunia hasil masih bisa tentu dari luck 1 2 laga apalagi kalau sudah knock out","0.275","1"
"when messi terseok2 demi menang piala dunia","0.5","1"
"saudara cristiano ronaldo piala dunia 2022 buruk panjang masa selamat untuk argentina emtekworldcup2022 bolanetworldcup2022 pialadunia pialadunia2022","-0.375","-1"
"meski pernah rasa gelar piala dunia pada 2018 kylian mbappe tetap sedih gagal juara di edisi 2022 dia pun tegas akan kembali lagi ke laga final di 2026 juaraboladunia","-0.08","-1"
"selamat buat martinez dengan raih golden gloves nya kiper argentina ini belum hanya jadi tonton di piala dunia 2018 lalu namun tahun ini ia total catat 6 saves dengan 2 antara pada laga final kontra prancis salah satu save yang ia catat yaitu","0.075","1"
"chip lubis mungkin messi sendiri juga masih belum percaya akhir dia bisa bawa piala dunia ke negara telah gagal di piala dunia belum","-0.25","-1"
"sejarah baru piala dunia 2022 ada tim dari 5 benua di fase gugur pialadunia2022 worldcupqatar2022 worldcupfinal lewat holopis com","0.13636363636364","1"
"5 trend statistik lama piala dunia 2022 turnamen penuh kejut","0.225","1"
"bendera palestina telah kibar sama dukung dari bagai negara dan asal ras lama beberapa hari akhir di qatar jelang piala dunia 2022 ratus suporter sepak bola kibar bendera palestina","-0.12","-1"
"piala dunia 2022 telah ubah persepsi dunia tentang timur tengah dan kuat satu palestina fans main dan selebritas telah kibar bendera palestina teriak bebas dan tolak untuk interaksi dengan media dan turis negara apartheid israel","0.27777777777778","1"
"wartawan israel di qatar untuk piala dunia tidak milik siapa pun untuk wawancara sejak gemar di seluruh dunia tolak untuk partisipasi dalam wawancara sbg tanda solidaritas dengan palestina","0","0"
"wartawan israel kucil di piala dunia di qatar dengan banyak tonton riak mereka dan tolak untuk beri wawancara begitu mereka tahu bahwa mereka adalah orang israel","0.5","1"
"sikap diam duduk arab kirim pesan yang jelas kepada para pimpin timur tengah dan barat bahwa mereka tentang normalisasi wartawan israel yang liput piala dunia di qatar hadap musuh dan hening dari para gemar arab","0.02","1"
"raya juara piala dunia argentina umum libur nasional newsrctiplus rctiplus","0.05","1"
"wartawan israel telah laku jalan ke qatar untuk liput piala dunia beberapa dari mereka untuk buat orang arab bicara kepada media israel namun gemar dengan anggun tolak tawar tsb seperti yang di up oleh media sosial","0","0"
"korantempo karakter nya sdh bgtu om maklum saja pdhal fakta esemka sdh jelas tapi iya masyarakat kita memang senang di janji hasil pak jokowi yang baru adalah argentina juara piala dunia telah 36 tahun hanya jam pak jokowi bagaimana masyarakat tidak dukung beliau","0.25909090909091","1"
"mpussgen jktkops itu piala dunia pertama yang saya nonton","0.25","1"
"buat dari emas harga trofi piala dunia tembus rp312 miliar newsrctiplus rctiplus","0","0"
"lionel messi dan tim argentina makan malam raya juara piala dunia 2022","0.5","1"
"belum qatar urus argentina pernah julang piala dunia remaja di stadium shah alam pada tahun 1997 pakai jersi yang sama done claim","0","0"
"kumpar yang benar main buruk ronaldo ada di gelar piala dunia baik qatar","-0.175","-1"
"jago prancis di final piala dunia kakanwil faisol ali les blues akan tetap juara tahan kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali","0.4","1"
"final piala dunia kakanwil kemenkumham sulbar faisol ali prediksi prancis menang kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali","0","0"
"sebelas main baik panjang piala dunia 2022 qatar versi mimin punya versi lain morethanjustagame","0.325","1"
"jelang final piala dunia qatar kakanwil kemenkumham sulbar jago mbappe dan kawan-kawan jadi juara kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali","0","0"
"berita papua fifa siap piala dunia akbar dengan 48 negara serta","0.2","1"
"emiliano martinez laku gera cabul usai terima golden glove di final piala dunia 2022 qatar usai argentina tekuk juara tahan prancis","0.1","1"
"messi serta timnas argentina sudah sampai ke negara telah menang piala dunia di qatar","0.8","1"
"piala dunia 2022 tidak asa sudah akhir dengan argentina jadi jawara kalah prancis netizen pun ucap terima kasih qatar","0","0"
"kakanwil kemenkumham sulbar jago prancis juara piala dunia 2022 kumham sulbar newskemenkumham kanwilsulbar kumhamsulbar faisolali yasonna faisolali2022 faisol ali","0","0"
"polis johor tahan 58 bookie judi piala dunia qatar 2022 dengan nilai taruh lebih rm10 10 juta ringgit","0.5","1"
"fakta fans argentina di manado tikam residivis bunuh saat konvoi menang piala dunia 2022 via tribunnews","0","0"
"lionel messi potensi raih ballon dor ke 8 usai sukses antar argentina raih trofi piala dunia 2022 messi","0.35","1"
"kita cuma bisa beranda andai anda indonesia juara piala dunia bakal buat laut manusia kayak gin di mana iya","0","0"
